site_id,timestamp,biomass_density_g_L,biomass_produced_kg,water_temp_C,pH,dissolved_O2_mg_L,dissolved_CO2_mg_L,turbidity_NTU,light_PAR,harvested_g_L
site-a,2026-08-31T11:00:00Z,1.0478,108.2663,33.82,9.84,10.66,13.8,56.6,1939.2,0.0
site-a,2026-08-31T12:00:00Z,1.0502,108.9003,35.14,9.81,10.66,14.37,57.3,2000.0,0.0
site-a,2026-08-31T13:00:00Z,1.0526,109.8711,36.05,9.87,10.83,13.56,57.7,1939.2,0.0
site-a,2026-08-31T14:00:00Z,1.0551,113.0629,36.14,9.84,10.78,12.96,56.4,1760.6,0.0
site-a,2026-08-31T15:00:00Z,1.0575,110.6757,36.28,9.86,11.18,11.56,56.7,1475.0,0.0
site-a,2026-08-31T16:00:00Z,1.06,110.0463,36.25,9.88,11.05,12.5,58.4,1099.8,0.0
site-a,2026-08-31T17:00:00Z,1.062,93.5914,35.96,9.77,10.73,13.35,53.5,657.7,0.0
site-a,2026-08-31T18:00:00Z,1.0633,56.0306,34.87,9.58,9.14,17.15,58.5,175.7,0.0
site-a,2026-08-31T19:00:00Z,1.0633,0.0,33.66,9.36,6.66,21.58,56.0,0.0,0.0
site-a,2026-08-31T20:00:00Z,1.0633,0.0,31.91,9.36,6.64,21.2,57.6,0.0,0.0
site-a,2026-08-31T21:00:00Z,1.0633,0.0,31.0,9.34,6.97,21.43,57.5,0.0,0.0
site-a,2026-08-31T22:00:00Z,1.0633,0.0,29.79,9.38,6.88,21.94,58.0,0.0,0.0
site-a,2026-08-31T23:00:00Z,1.0633,0.0,28.24,9.34,6.7,22.3,57.3,0.0,0.0
site-a,2026-09-01T00:00:00Z,1.0633,0.0,27.17,9.39,6.95,21.46,57.8,0.0,0.0
site-a,2026-09-01T01:00:00Z,1.0633,0.0,26.34,9.29,6.8,22.04,55.9,0.0,0.0
site-a,2026-09-01T02:00:00Z,1.0633,0.0,26.07,9.36,7.16,22.83,56.9,0.0,0.0
site-a,2026-09-01T03:00:00Z,1.0633,0.0,25.84,9.37,6.87,21.82,59.0,0.0,0.0
site-a,2026-09-01T04:00:00Z,1.0633,0.0,25.45,9.33,6.8,22.42,55.9,0.0,0.0
site-a,2026-09-01T05:00:00Z,1.0633,0.0,26.14,9.32,6.95,21.04,55.7,0.0,0.0
site-a,2026-09-01T06:00:00Z,1.0642,43.329,26.9,9.57,8.99,17.27,56.7,167.8,0.0
site-a,2026-09-01T07:00:00Z,1.066,81.497,28.08,9.81,10.71,14.55,57.5,651.5,0.0
site-a,2026-09-01T08:00:00Z,1.0681,94.7095,29.63,9.9,10.94,13.33,57.7,1095.4,0.0
site-a,2026-09-01T09:00:00Z,0.6958,105.0985,31.23,9.92,11.34,12.99,43.6,1472.3,0.3747
site-a,2026-09-01T10:00:00Z,0.7002,200.3109,32.43,9.83,10.97,13.81,42.6,1759.4,0.0
site-a,2026-09-01T11:00:00Z,0.7046,199.8339,33.53,9.86,10.74,14.16,43.9,1938.9,0.0
site-a,2026-09-01T12:00:00Z,0.7083,167.7988,34.95,9.84,10.68,14.36,43.7,2000.0,0.0
site-a,2026-09-01T13:00:00Z,0.7122,176.4798,35.64,9.86,10.49,13.05,43.9,1938.9,0.0
site-a,2026-09-01T14:00:00Z,0.717,216.2177,36.68,9.86,11.02,12.55,43.5,1759.4,0.0
site-a,2026-09-01T15:00:00Z,0.7217,210.1202,36.2,9.83,11.14,12.25,44.7,1472.3,0.0
site-a,2026-09-01T16:00:00Z,0.7264,212.4614,36.01,9.86,11.12,12.12,44.8,1095.4,0.0
site-a,2026-09-01T17:00:00Z,0.73,166.2816,35.78,9.86,10.4,13.66,45.2,651.5,0.0
site-a,2026-09-01T18:00:00Z,0.7325,109.8322,34.71,9.55,8.7,17.99,46.5,167.8,0.0
site-a,2026-09-01T19:00:00Z,0.7325,0.0,33.95,9.34,7.0,20.99,44.3,0.0,0.0
site-a,2026-09-01T20:00:00Z,0.7325,0.0,32.42,9.33,6.89,21.94,46.6,0.0,0.0
site-a,2026-09-01T21:00:00Z,0.7325,0.0,30.95,9.37,7.06,21.53,44.4,0.0,0.0
site-a,2026-09-01T22:00:00Z,0.7325,0.0,29.35,9.31,6.82,21.66,46.8,0.0,0.0
site-a,2026-09-01T23:00:00Z,0.7325,0.0,28.31,9.3,6.83,21.52,47.5,0.0,0.0
site-a,2026-09-02T00:00:00Z,0.7325,0.0,26.88,9.37,6.92,21.85,45.2,0.0,0.0
site-a,2026-09-02T01:00:00Z,0.7325,0.0,26.01,9.36,6.83,22.59,43.3,0.0,0.0
site-a,2026-09-02T02:00:00Z,0.7325,0.0,25.42,9.32,7.15,22.47,45.4,0.0,0.0
site-a,2026-09-02T03:00:00Z,0.7325,0.0,25.37,9.39,6.8,21.57,45.8,0.0,0.0
site-a,2026-09-02T04:00:00Z,0.7325,0.0,26.15,9.37,6.95,21.11,44.1,0.0,0.0
site-a,2026-09-02T05:00:00Z,0.7325,0.0,25.96,9.36,6.79,22.17,46.3,0.0,0.0
site-a,2026-09-02T06:00:00Z,0.7342,77.4177,27.01,9.65,8.68,19.27,44.3,159.8,0.0
site-a,2026-09-02T07:00:00Z,0.7378,162.4382,28.46,9.84,10.74,13.14,47.4,645.2,0.0
site-a,2026-09-02T08:00:00Z,0.7418,180.4732,29.62,9.88,11.04,13.29,44.9,1090.9,0.0
site-a,2026-09-02T09:00:00Z,0.7458,182.4382,30.95,9.97,11.39,13.32,47.7,1469.6,0.0
site-a,2026-09-02T10:00:00Z,0.7503,203.9936,32.67,9.89,11.17,13.16,44.4,1758.1,0.0
site-a,2026-09-02T11:00:00Z,0.7541,172.2694,33.63,9.86,10.77,14.2,48.2,1938.6,0.0
site-a,2026-09-02T12:00:00Z,0.758,175.0707,35.33,9.83,10.37,14.19,46.0,2000.0,0.0
site-a,2026-09-02T13:00:00Z,0.7623,197.3459,35.9,9.86,10.92,14.0,48.8,1938.6,0.0
site-a,2026-09-02T14:00:00Z,0.7663,178.7425,36.24,9.93,11.05,13.08,45.3,1758.1,0.0
site-a,2026-09-02T15:00:00Z,0.7706,197.3157,36.45,9.96,11.11,12.64,46.3,1469.6,0.0
site-a,2026-09-02T16:00:00Z,0.775,199.3324,36.86,9.85,11.37,12.21,46.6,1090.9,0.0
site-a,2026-09-02T17:00:00Z,0.7786,162.3453,35.92,9.81,10.82,14.1,45.4,645.2,0.0
site-a,2026-09-02T18:00:00Z,0.7808,96.0257,35.17,9.58,8.95,17.92,46.3,159.8,0.0
site-a,2026-09-02T19:00:00Z,0.7808,0.0,33.74,9.34,6.6,21.47,44.8,0.0,0.0
site-a,2026-09-02T20:00:00Z,0.7808,0.0,32.87,9.34,6.72,21.06,46.3,0.0,0.0
site-a,2026-09-02T21:00:00Z,0.7808,0.0,31.12,9.35,6.88,21.83,48.0,0.0,0.0
site-a,2026-09-02T22:00:00Z,0.7808,0.0,29.2,9.38,7.04,21.45,46.5,0.0,0.0
site-a,2026-09-02T23:00:00Z,0.7808,0.0,28.66,9.35,6.77,21.71,47.3,0.0,0.0
site-a,2026-09-03T00:00:00Z,0.7808,0.0,26.85,9.36,6.98,21.75,46.4,0.0,0.0
site-a,2026-09-03T01:00:00Z,0.7808,0.0,25.98,9.35,6.56,22.52,47.7,0.0,0.0
site-a,2026-09-03T02:00:00Z,0.7808,0.0,25.65,9.33,6.9,21.86,48.8,0.0,0.0
site-a,2026-09-03T03:00:00Z,0.7808,0.0,25.61,9.36,7.01,21.18,46.5,0.0,0.0
site-a,2026-09-03T04:00:00Z,0.7808,0.0,25.88,9.35,6.63,22.33,48.0,0.0,0.0
site-a,2026-09-03T05:00:00Z,0.7808,0.0,26.74,9.39,6.77,22.36,44.9,0.0,0.0
site-a,2026-09-03T06:00:00Z,0.7822,65.5833,27.47,9.56,8.84,18.57,46.5,151.7,0.0
site-a,2026-09-03T07:00:00Z,0.7855,150.0893,28.35,9.8,10.6,14.19,44.9,638.8,0.0
site-a,2026-09-03T08:00:00Z,0.7893,170.3437,29.17,9.88,11.11,13.95,46.3,1086.4,0.0
site-a,2026-09-03T09:00:00Z,0.7937,202.037,30.8,9.91,11.49,12.2,47.6,1466.9,0.0
site-a,2026-09-03T10:00:00Z,0.7977,176.6318,32.51,9.9,11.4,13.68,48.1,1756.8,0.0
site-a,2026-09-03T11:00:00Z,0.8015,176.1867,33.6,9.83,10.97,14.63,46.2,1938.2,0.0
site-a,2026-09-03T12:00:00Z,0.8057,190.1715,34.83,9.86,10.65,13.57,46.6,2000.0,0.0
site-a,2026-09-03T13:00:00Z,0.8094,165.2779,35.79,9.84,10.46,14.51,48.2,1938.2,0.0
site-a,2026-09-03T14:00:00Z,0.8133,174.4779,36.28,9.84,11.33,13.9,47.2,1756.8,0.0
site-a,2026-09-03T15:00:00Z,0.8175,190.9976,36.56,9.87,11.1,12.8,49.3,1466.9,0.0
site-a,2026-09-03T16:00:00Z,0.8214,177.9955,36.49,9.88,10.97,13.59,47.4,1086.4,0.0
site-a,2026-09-03T17:00:00Z,0.8248,153.4535,35.8,9.84,10.66,14.52,49.7,638.8,0.0
site-a,2026-09-03T18:00:00Z,0.8267,84.7775,34.82,9.65,8.8,17.88,47.8,151.7,0.0
site-a,2026-09-03T19:00:00Z,0.8267,0.0,33.87,9.36,6.99,22.12,48.4,0.0,0.0
site-a,2026-09-03T20:00:00Z,0.8267,0.0,32.73,9.35,6.75,21.31,46.9,0.0,0.0
site-a,2026-09-03T21:00:00Z,0.8267,0.0,30.35,9.32,6.81,21.9,47.8,0.0,0.0
site-a,2026-09-03T22:00:00Z,0.8267,0.0,29.43,9.33,6.77,21.45,49.3,0.0,0.0
site-a,2026-09-03T23:00:00Z,0.8267,0.0,28.13,9.4,6.77,22.09,48.6,0.0,0.0
site-a,2026-09-04T00:00:00Z,0.8267,0.0,27.06,9.35,7.04,22.45,48.4,0.0,0.0
site-a,2026-09-04T01:00:00Z,0.8267,0.0,26.3,9.31,6.83,21.67,47.4,0.0,0.0
site-a,2026-09-04T02:00:00Z,0.8267,0.0,25.75,9.39,6.77,21.39,46.3,0.0,0.0
site-a,2026-09-04T03:00:00Z,0.8267,0.0,25.85,9.33,6.47,21.56,48.4,0.0,0.0
site-a,2026-09-04T04:00:00Z,0.8267,0.0,25.4,9.36,6.62,21.95,47.9,0.0,0.0
site-a,2026-09-04T05:00:00Z,0.8267,0.0,26.02,9.36,6.6,21.71,50.3,0.0,0.0
site-a,2026-09-04T06:00:00Z,0.828,61.038,27.14,9.56,8.76,18.15,47.5,143.6,0.0
site-a,2026-09-04T07:00:00Z,0.8308,124.9355,28.38,9.79,10.37,14.06,51.3,632.4,0.0
site-a,2026-09-04T08:00:00Z,0.8347,175.2724,30.16,9.84,10.89,12.93,48.5,1081.8,0.0
site-a,2026-09-04T09:00:00Z,0.8388,188.4903,30.62,9.89,11.25,12.53,48.2,1464.1,0.0
site-a,2026-09-04T10:00:00Z,0.8425,168.0122,32.55,9.86,10.75,13.17,48.7,1755.5,0.0
site-a,2026-09-04T11:00:00Z,0.8462,166.377,33.16,9.85,10.3,12.56,50.1,1937.9,0.0
site-a,2026-09-04T12:00:00Z,0.85,169.2478,34.83,9.86,10.53,13.51,48.9,2000.0,0.0
site-a,2026-09-04T13:00:00Z,0.8538,173.9596,35.48,9.79,10.82,13.08,49.2,1937.9,0.0
site-a,2026-09-04T14:00:00Z,0.8579,186.0694,36.27,9.89,10.97,13.3,50.4,1755.5,0.0
site-a,2026-09-04T15:00:00Z,0.8618,175.1722,36.47,9.97,11.26,12.78,48.9,1464.1,0.0
site-a,2026-09-04T16:00:00Z,0.8656,173.8672,36.26,9.85,11.17,13.18,49.8,1081.8,0.0
site-a,2026-09-04T17:00:00Z,0.8691,155.507,35.64,9.81,10.53,14.54,51.2,632.4,0.0
site-a,2026-09-04T18:00:00Z,0.8708,80.7367,34.86,9.6,8.84,18.57,48.5,143.6,0.0
site-a,2026-09-04T19:00:00Z,0.8708,0.0,33.58,9.33,6.74,22.81,49.6,0.0,0.0
site-a,2026-09-04T20:00:00Z,0.8708,0.0,32.1,9.34,6.89,22.43,50.1,0.0,0.0
site-a,2026-09-04T21:00:00Z,0.8708,0.0,31.22,9.36,6.75,22.01,50.0,0.0,0.0
site-a,2026-09-04T22:00:00Z,0.8708,0.0,29.53,9.3,6.74,21.51,50.6,0.0,0.0
site-a,2026-09-04T23:00:00Z,0.8708,0.0,28.16,9.32,6.75,21.17,50.5,0.0,0.0
site-a,2026-09-05T00:00:00Z,0.8708,0.0,27.03,9.33,6.7,22.08,52.4,0.0,0.0
site-a,2026-09-05T01:00:00Z,0.8708,0.0,25.47,9.37,6.69,21.82,48.1,0.0,0.0
site-a,2026-09-05T02:00:00Z,0.8708,0.0,25.44,9.36,6.76,21.16,53.3,0.0,0.0
site-a,2026-09-05T03:00:00Z,0.8708,0.0,25.29,9.35,7.02,21.39,49.9,0.0,0.0
site-a,2026-09-05T04:00:00Z,0.8708,0.0,25.84,9.38,6.79,21.52,49.3,0.0,0.0
site-a,2026-09-05T05:00:00Z,0.8708,0.0,26.23,9.36,6.9,22.41,52.0,0.0,0.0
site-a,2026-09-05T06:00:00Z,0.8722,62.6394,27.35,9.57,8.57,17.82,49.1,135.4,0.0
site-a,2026-09-05T07:00:00Z,0.8751,127.7952,28.6,9.78,10.42,13.69,50.0,625.9,0.0
site-a,2026-09-05T08:00:00Z,0.8785,156.2463,29.52,9.89,11.15,12.88,49.3,1077.2,0.0
site-a,2026-09-05T09:00:00Z,0.8825,181.4589,30.64,9.96,11.41,12.24,50.2,1461.3,0.0
site-a,2026-09-05T10:00:00Z,0.8863,169.1172,32.19,9.84,11.05,13.08,50.9,1754.2,0.0
site-a,2026-09-05T11:00:00Z,0.8895,147.6191,33.73,9.81,10.81,14.29,49.3,1937.6,0.0
site-a,2026-09-05T12:00:00Z,0.893,158.8613,34.95,9.79,10.29,14.04,50.7,2000.0,0.0
site-a,2026-09-05T13:00:00Z,0.8965,154.8971,36.31,9.86,10.89,13.8,51.9,1937.6,0.0
site-a,2026-09-05T14:00:00Z,0.9002,169.1199,36.68,9.84,11.1,12.34,51.2,1754.2,0.0
site-a,2026-09-05T15:00:00Z,0.9039,166.7763,36.72,9.89,11.33,11.84,51.2,1461.3,0.0
site-a,2026-09-05T16:00:00Z,0.9076,167.022,36.05,9.87,10.95,14.02,53.4,1077.2,0.0
site-a,2026-09-05T17:00:00Z,0.9108,146.1906,35.54,9.82,10.37,15.0,50.9,625.9,0.0
site-a,2026-09-05T18:00:00Z,0.9122,65.3066,34.76,9.56,8.6,17.6,51.7,135.4,0.0
site-a,2026-09-05T19:00:00Z,0.9122,0.0,33.84,9.37,6.99,22.61,51.8,0.0,0.0
site-a,2026-09-05T20:00:00Z,0.9122,0.0,32.98,9.38,6.54,22.16,50.7,0.0,0.0
site-a,2026-09-05T21:00:00Z,0.9122,0.0,30.75,9.35,6.77,22.16,48.9,0.0,0.0
site-a,2026-09-05T22:00:00Z,0.9122,0.0,29.5,9.35,6.73,22.15,50.2,0.0,0.0
site-a,2026-09-05T23:00:00Z,0.9122,0.0,28.22,9.31,6.8,21.87,50.4,0.0,0.0
site-a,2026-09-06T00:00:00Z,0.9122,0.0,26.7,9.35,6.68,22.97,50.6,0.0,0.0
site-a,2026-09-06T01:00:00Z,0.9122,0.0,26.15,9.36,6.87,22.05,50.4,0.0,0.0
site-a,2026-09-06T02:00:00Z,0.9122,0.0,25.87,9.33,6.6,21.73,50.0,0.0,0.0
site-a,2026-09-06T03:00:00Z,0.9122,0.0,25.29,9.32,6.58,21.78,52.4,0.0,0.0
site-a,2026-09-06T04:00:00Z,0.9122,0.0,26.09,9.33,6.6,21.13,53.3,0.0,0.0
site-a,2026-09-06T05:00:00Z,0.9122,0.0,25.89,9.34,7.1,22.17,50.9,0.0,0.0
site-a,2026-09-06T06:00:00Z,0.9134,50.9876,27.48,9.52,8.75,18.54,50.1,127.2,0.0
site-a,2026-09-06T07:00:00Z,0.9158,111.8877,27.99,9.78,10.45,13.83,52.0,619.3,0.0
site-a,2026-09-06T08:00:00Z,0.9188,135.6815,29.65,9.9,11.04,12.68,52.4,1072.6,0.0
site-a,2026-09-06T09:00:00Z,0.9222,151.512,30.97,9.87,11.29,12.67,49.5,1458.5,0.0
site-a,2026-09-06T10:00:00Z,0.9257,160.7328,32.6,9.88,10.98,13.25,51.7,1752.9,0.0
site-a,2026-09-06T11:00:00Z,0.9289,143.6432,33.65,9.85,11.04,13.77,52.3,1937.2,0.0
site-a,2026-09-06T12:00:00Z,0.9317,126.4601,35.27,9.78,10.56,14.53,50.9,2000.0,0.0
site-a,2026-09-06T13:00:00Z,0.9348,140.7867,35.61,9.83,10.79,14.58,54.0,1937.2,0.0
site-a,2026-09-06T14:00:00Z,0.9384,162.1871,36.48,9.94,10.79,12.79,52.5,1752.9,0.0
site-a,2026-09-06T15:00:00Z,0.942,163.7184,36.75,9.94,11.17,12.43,53.4,1458.5,0.0
site-a,2026-09-06T16:00:00Z,0.9452,143.257,36.61,9.89,11.23,13.79,52.7,1072.6,0.0
site-a,2026-09-06T17:00:00Z,0.9482,134.4207,35.5,9.84,10.69,13.87,51.6,619.3,0.0
site-a,2026-09-06T18:00:00Z,0.9496,63.9425,35.05,9.58,8.51,18.82,52.8,127.2,0.0
site-a,2026-09-06T19:00:00Z,0.9496,0.0,33.63,9.34,6.96,21.74,50.6,0.0,0.0
site-a,2026-09-06T20:00:00Z,0.9496,0.0,32.4,9.35,6.51,21.91,52.6,0.0,0.0
site-a,2026-09-06T21:00:00Z,0.9496,0.0,30.88,9.37,6.71,21.32,52.8,0.0,0.0
site-a,2026-09-06T22:00:00Z,0.9496,0.0,29.66,9.3,6.81,22.44,54.3,0.0,0.0
site-a,2026-09-06T23:00:00Z,0.9496,0.0,28.34,9.35,7.05,21.78,53.7,0.0,0.0
site-a,2026-09-07T00:00:00Z,0.9496,0.0,27.05,9.32,6.71,21.64,53.6,0.0,0.0
site-a,2026-09-07T01:00:00Z,0.9496,0.0,26.46,9.42,6.33,22.07,51.9,0.0,0.0
site-a,2026-09-07T02:00:00Z,0.9496,0.0,26.13,9.37,6.98,22.34,52.2,0.0,0.0
site-a,2026-09-07T03:00:00Z,0.9496,0.0,25.84,9.39,6.8,21.19,54.5,0.0,0.0
site-a,2026-09-07T04:00:00Z,0.9496,0.0,25.23,9.33,7.04,21.19,53.0,0.0,0.0
site-a,2026-09-07T05:00:00Z,0.9496,0.0,25.7,9.3,7.0,22.19,54.2,0.0,0.0
site-a,2026-09-07T06:00:00Z,0.9505,44.1116,27.35,9.51,8.76,18.16,55.6,118.8,0.0
site-a,2026-09-07T07:00:00Z,0.9528,100.9798,27.95,9.77,10.05,14.45,55.7,612.7,0.0
site-a,2026-09-07T08:00:00Z,0.9558,137.2901,29.65,9.89,11.06,14.16,56.0,1067.9,0.0
site-a,2026-09-07T09:00:00Z,0.9589,138.8986,31.1,9.87,11.62,12.98,53.2,1455.6,0.0
site-a,2026-09-07T10:00:00Z,0.962,140.0112,32.21,9.94,11.06,12.91,54.8,1751.5,0.0
site-a,2026-09-07T11:00:00Z,0.9645,113.7438,33.7,9.86,10.46,13.86,54.3,1936.9,0.0
site-a,2026-09-07T12:00:00Z,0.9674,130.4599,34.87,9.83,10.36,14.23,53.7,2000.0,0.0
site-a,2026-09-07T13:00:00Z,0.9702,128.708,35.77,9.84,10.8,13.99,55.8,1936.9,0.0
site-a,2026-09-07T14:00:00Z,0.973,126.0017,36.62,9.86,11.24,13.39,54.1,1751.5,0.0
site-a,2026-09-07T15:00:00Z,0.9762,144.8301,36.94,9.89,11.17,12.36,51.7,1455.6,0.0
site-a,2026-09-07T16:00:00Z,0.9794,145.6289,35.93,9.9,11.11,12.57,54.7,1067.9,0.0
site-a,2026-09-07T17:00:00Z,0.982,117.5817,35.92,9.83,10.39,14.96,55.3,612.7,0.0
site-a,2026-09-07T18:00:00Z,0.9831,50.9575,34.93,9.56,8.72,18.28,55.8,118.8,0.0
site-a,2026-09-07T19:00:00Z,0.9831,0.0,33.92,9.35,6.74,21.62,55.8,0.0,0.0
site-a,2026-09-07T20:00:00Z,0.9831,0.0,32.2,9.33,6.86,21.68,53.2,0.0,0.0
site-a,2026-09-07T21:00:00Z,0.9831,0.0,30.86,9.3,6.47,21.68,57.3,0.0,0.0
site-a,2026-09-07T22:00:00Z,0.9831,0.0,29.59,9.35,6.65,21.87,54.2,0.0,0.0
site-a,2026-09-07T23:00:00Z,0.9831,0.0,28.02,9.35,6.89,21.6,52.0,0.0,0.0
site-a,2026-09-08T00:00:00Z,0.9831,0.0,26.8,9.33,6.97,22.33,56.5,0.0,0.0
site-a,2026-09-08T01:00:00Z,0.9831,0.0,26.2,9.35,6.87,21.53,56.1,0.0,0.0
site-a,2026-09-08T02:00:00Z,0.9831,0.0,25.97,9.25,6.86,21.99,56.7,0.0,0.0
site-a,2026-09-08T03:00:00Z,0.9831,0.0,25.29,9.38,6.84,22.06,51.2,0.0,0.0
site-a,2026-09-08T04:00:00Z,0.9831,0.0,25.55,9.36,6.66,23.05,56.3,0.0,0.0
site-a,2026-09-08T05:00:00Z,0.9831,0.0,26.38,9.33,6.89,20.89,54.4,0.0,0.0
site-a,2026-09-08T06:00:00Z,0.984,40.3136,27.19,9.51,8.38,18.89,56.4,110.4,0.0
site-a,2026-09-08T07:00:00Z,0.9863,104.3764,28.53,9.84,10.54,14.87,53.7,606.0,0.0
site-a,2026-09-08T08:00:00Z,0.9888,108.9475,29.19,9.86,11.03,12.34,51.6,1063.1,0.0
site-a,2026-09-08T09:00:00Z,0.9916,130.4185,30.8,9.88,11.08,12.25,52.5,1452.7,0.0
site-a,2026-09-08T10:00:00Z,0.9946,134.9218,32.5,9.89,11.03,13.0,55.6,1750.2,0.0
site-a,2026-09-08T11:00:00Z,0.9974,126.266,33.6,9.79,10.96,13.6,55.1,1936.5,0.0
site-a,2026-09-08T12:00:00Z,0.9999,111.8793,35.1,9.87,10.56,14.5,55.0,2000.0,0.0
site-a,2026-09-08T13:00:00Z,1.0026,123.5445,35.31,9.79,10.6,13.41,54.7,1936.5,0.0
site-a,2026-09-08T14:00:00Z,1.0055,130.6135,36.41,9.87,11.06,13.7,56.6,1750.2,0.0
site-a,2026-09-08T15:00:00Z,1.0083,125.7923,36.82,9.88,11.25,12.15,54.2,1452.7,0.0
site-a,2026-09-08T16:00:00Z,1.0111,128.6799,36.6,9.88,11.03,13.11,54.5,1063.1,0.0
site-a,2026-09-08T17:00:00Z,1.0134,102.1166,35.98,9.82,10.54,14.06,56.2,606.0,0.0
site-a,2026-09-08T18:00:00Z,1.0143,43.1284,34.47,9.48,8.39,18.0,56.6,110.4,0.0
site-a,2026-09-08T19:00:00Z,1.0143,0.0,33.98,9.33,6.92,22.3,54.8,0.0,0.0
site-a,2026-09-08T20:00:00Z,1.0143,0.0,32.34,9.33,6.81,22.41,55.7,0.0,0.0
site-a,2026-09-08T21:00:00Z,1.0143,0.0,30.74,9.39,6.64,21.76,58.2,0.0,0.0
site-a,2026-09-08T22:00:00Z,1.0143,0.0,29.77,9.33,6.67,22.62,55.8,0.0,0.0
site-a,2026-09-08T23:00:00Z,1.0143,0.0,28.06,9.34,6.69,23.04,54.4,0.0,0.0
site-a,2026-09-09T00:00:00Z,1.0143,0.0,26.74,9.32,6.78,22.17,55.5,0.0,0.0
site-a,2026-09-09T01:00:00Z,1.0143,0.0,25.95,9.36,6.92,22.12,55.2,0.0,0.0
site-a,2026-09-09T02:00:00Z,1.0143,0.0,25.63,9.39,6.83,21.56,55.9,0.0,0.0
site-a,2026-09-09T03:00:00Z,1.0143,0.0,25.84,9.37,6.57,22.89,54.2,0.0,0.0
site-a,2026-09-09T04:00:00Z,1.0143,0.0,25.72,9.35,6.86,22.45,55.9,0.0,0.0
site-a,2026-09-09T05:00:00Z,1.0143,0.0,26.84,9.35,6.76,21.86,57.0,0.0,0.0
site-a,2026-09-09T06:00:00Z,1.0151,34.7124,27.28,9.52,8.72,18.18,54.9,102.0,0.0
site-a,2026-09-09T07:00:00Z,1.017,87.0092,28.36,9.81,10.67,14.19,54.0,599.3,0.0
site-a,2026-09-09T08:00:00Z,1.0194,105.682,29.32,9.88,11.18,12.39,55.5,1058.3,0.0
site-a,2026-09-09T09:00:00Z,1.0219,115.9363,31.11,9.91,11.22,12.86,55.3,1449.8,0.0
site-a,2026-09-09T10:00:00Z,1.0244,113.3613,32.72,9.9,10.87,13.51,57.8,1748.8,0.0
site-a,2026-09-09T11:00:00Z,1.0269,110.8197,33.34,9.83,10.87,13.95,57.0,1936.2,0.0
site-a,2026-09-09T12:00:00Z,1.0291,102.257,34.8,9.83,10.23,13.64,54.6,2000.0,0.0
site-a,2026-09-09T13:00:00Z,1.0314,101.8257,35.41,9.86,10.7,13.38,54.7,1936.2,0.0
site-a,2026-09-09T14:00:00Z,1.0338,108.9539,36.21,9.91,10.66,12.63,53.7,1748.8,0.0
site-a,2026-09-09T15:00:00Z,1.0364,117.31,36.25,9.95,11.26,12.12,56.3,1449.8,0.0
site-a,2026-09-09T16:00:00Z,1.0389,116.1061,36.41,9.88,10.86,12.4,55.4,1058.3,0.0
site-a,2026-09-09T17:00:00Z,1.0413,105.6889,36.06,9.87,10.57,14.18,55.7,599.3,0.0
site-a,2026-09-09T18:00:00Z,1.0422,39.7532,34.77,9.52,8.22,18.41,56.8,102.0,0.0
site-a,2026-09-09T19:00:00Z,1.0422,0.0,33.99,9.33,6.63,21.93,57.0,0.0,0.0
site-a,2026-09-09T20:00:00Z,1.0422,0.0,32.49,9.32,6.65,21.83,57.5,0.0,0.0
site-a,2026-09-09T21:00:00Z,1.0422,0.0,30.82,9.35,7.02,21.76,55.7,0.0,0.0
site-a,2026-09-09T22:00:00Z,1.0422,0.0,29.26,9.37,6.81,22.12,57.0,0.0,0.0
site-a,2026-09-09T23:00:00Z,1.0422,0.0,28.36,9.35,7.02,20.45,55.9,0.0,0.0
site-a,2026-09-10T00:00:00Z,1.0422,0.0,26.82,9.34,6.89,21.85,57.2,0.0,0.0
site-a,2026-09-10T01:00:00Z,1.0422,0.0,26.02,9.37,7.04,22.22,55.2,0.0,0.0
site-a,2026-09-10T02:00:00Z,1.0422,0.0,25.61,9.37,6.44,22.17,56.6,0.0,0.0
site-a,2026-09-10T03:00:00Z,1.0422,0.0,25.78,9.36,6.97,21.69,57.8,0.0,0.0
site-a,2026-09-10T04:00:00Z,1.0422,0.0,25.68,9.36,6.99,21.35,59.8,0.0,0.0
site-a,2026-09-10T05:00:00Z,1.0422,0.0,26.52,9.44,6.68,22.61,58.9,0.0,0.0
site-a,2026-09-10T06:00:00Z,1.0428,28.3969,27.14,9.51,8.15,18.32,55.2,93.4,0.0
site-a,2026-09-10T07:00:00Z,1.0445,75.6215,27.47,9.79,10.42,14.96,55.2,592.5,0.0
site-a,2026-09-10T08:00:00Z,1.0463,84.9399,29.36,9.92,10.9,12.75,56.6,1053.5,0.0
site-a,2026-09-10T09:00:00Z,1.0488,113.2493,31.25,9.85,11.38,12.11,55.6,1446.9,0.0
site-a,2026-09-10T10:00:00Z,0.6833,109.2757,32.27,9.88,11.03,13.24,41.6,1747.4,0.3679
site-a,2026-09-10T11:00:00Z,0.687,168.4522,34.18,9.83,10.67,13.71,43.5,1935.8,0.0
site-a,2026-09-10T12:00:00Z,0.691,180.5728,35.08,9.81,10.4,13.22,40.7,2000.0,0.0
site-a,2026-09-10T13:00:00Z,0.6951,183.0189,35.46,9.89,10.78,13.21,41.2,1935.8,0.0
site-a,2026-09-10T14:00:00Z,0.6997,208.1715,36.31,9.88,11.27,12.54,44.2,1747.4,0.0
